CustomerId,Age
1621,12
1622,20
1623,19
1624,29
1625,21
1626,47
1627,31
1628,18
1629,42
1630,15
1631,46
1632,24
1633,16
1634,35
1635,48
1636,27
1637,19
1638,11
1639,23
1640,44
1641,42
1642,42
1643,42
1644,44
1645,48
1646,39
1647,31
1648,29
1649,34
1650,46
1651,22
1652,11
1653,31
1654,35
1655,27
1656,13
1657,46
1658,13
1659,41
1660,33
1661,42
1662,36
1663,29
1664,38
1665,45
1666,45
1667,46
1668,43
1669,37
1670,39
1671,49
1672,22
1673,41
1674,26
1675,19
1676,29
1677,18
1678,43
1679,29
1680,10
1681,39
1682,30
1683,28
1684,27
1685,23
1686,10
1687,36
1688,28
1689,13
1690,29
1691,28
1692,22
1693,26
1694,37
1695,12
1696,41
1697,48
1698,45
1699,20
1700,49
1701,40
1702,44
1703,48
1704,49
1705,28
1706,48
1707,16
1708,29
1709,16
1710,11
1711,23
1712,47
1713,44
1714,27
1715,35
1716,42
1717,33
1718,39
1719,20
1720,36
1721,42
1722,41
1723,35
1724,32
1725,31
1726,36
1727,23
1728,45
1729,45
1730,16
1731,22
1732,13
1733,24
1734,37
1735,33
1736,43
1737,18
1738,21
1739,20
1740,23
1741,14
1742,20
1743,41
1744,46
1745,33
1746,37
1747,18
1748,48
1749,32
1750,45
1751,42
1752,30
1753,23
1754,23
1755,46
1756,25
1757,38
1758,42
1759,46
1760,15
1761,43
1762,12
1763,31
1764,26
1765,10
1766,46
1767,27
1768,16
1769,50
1770,50
1771,21
1772,23
1773,46
1774,25
1775,42
1776,23
1777,28
1778,16
1779,25
1780,23
1781,37
1782,14
1783,37
1784,10
1785,24
1786,21
1787,21
1788,36
1789,17
1790,49
1791,23
1792,20
1793,18
1794,13
1795,41
1796,19
1797,48
1798,29
1799,19
1800,13
1801,20
1802,31
1803,29
1804,35
1805,42
1806,44
1807,31
1808,50
1809,23
1810,19
1811,48
1812,30
1813,33
1814,11
1815,11
1816,42
1817,38
1818,34
1819,24
1820,29
1821,22
1822,24
1823,39
1824,28
1825,44
1826,39
1827,46
1828,13
1829,38
1830,24
1831,27
1832,31
1833,34
1834,15
1835,20
1836,16
1837,20
1838,17
1839,34
1840,36
1841,31
1842,34
1843,35
1844,22
1845,40
1846,31
1847,48
1848,34
1849,47
1850,27
1851,36
1852,47
1853,39
1854,11
1855,14
1856,50
1857,29
1858,34
1859,14
1860,14
1861,20
1862,15
1863,50
1864,31
1865,31
1866,32
1867,29
1868,42
1869,28
1870,21
1871,41
1872,26
1873,41
1874,30
1875,25
1876,40
1877,47
1878,29
1879,29
1880,44
1881,13
1882,39
1883,10
1884,40
1885,28
1886,36
1887,32
1888,29
1889,32
1890,35
1891,47
1892,43
1893,37
1894,34
1895,43
1896,37
1897,15
1898,36
1899,22
1900,30
1901,36
1902,47
1903,11
1904,23
1905,31
1906,23
1907,20
1908,34
1909,36
1910,45
1911,38
1912,26
1913,49
1914,11
1915,23
1916,10
1917,19
1918,37
1919,27
1920,38
1921,30
1922,12
1923,29
1924,26
1925,34
1926,38
1927,31
1928,11
1929,24
1930,38
1931,26
1932,50
1933,39
1934,47
1935,25
1936,16
1937,18
1938,27
1939,26
1940,27
1941,27
1942,15
1943,27
1944,13
1945,45
1946,34
1947,27
1948,49
1949,31
1950,43
1951,48
1952,31
1953,43
1954,32
1955,22
1956,18
1957,11
1958,43
1959,31
1960,38
1961,32
1962,44
1963,41
1964,40
1965,20
1966,30
1967,11
1968,32
1969,50
1970,32
1971,24
1972,35
1973,12
1974,34
1975,10
1976,40
1977,45
1978,42
1979,16
1980,42
1981,34
1982,49
1983,23
1984,27
1985,34
1986,44
1987,17
1988,20
1989,31
1990,14
1991,39
1992,14
1993,17
1994,14
1995,16
1996,13
1997,47
1998,20
1999,10
2000,33
2001,15
2002,10
2003,28
2004,20
2005,47
2006,23
2007,48
2008,44
2009,43
2010,16
2011,37
2012,39
2013,46
2014,33
2015,17
2016,26
2017,46
2018,36
2019,35
2020,45
2021,21
2022,47
2023,18
2024,17
2025,42
2026,29
2027,33
2028,24
2029,12
2030,25
2031,41
2032,11
2033,12
2034,30
2035,50
2036,33
2037,35
2038,49
2039,44
2040,19
2041,25
2042,28
2043,25
2044,46
2045,25
2046,41
2047,44
2048,16
2049,20
2050,23
2051,16
2052,11
2053,44
2054,43
2055,41
2056,29
2057,48
2058,24
2059,36
2060,36
2061,30
2062,12
2063,13
2064,29
2065,34
2066,11
2067,25
2068,44
2069,20
2070,19
2071,49
2072,40
2073,22
2074,29
2075,24
2076,38
2077,13
2078,27
2079,50
2080,31
2081,48
2082,38
2083,43
2084,10
2085,49
2086,37
2087,45
2088,16
2089,13
2090,48
2091,18
2092,23
2093,46
2094,28
2095,19
2096,10
2097,50
2098,40
2099,31
2100,48
2101,23
2102,40
2103,25
2104,33
2105,41
2106,48
2107,41
2108,23
2109,47
2110,28
2111,27
2112,17
2113,25
2114,18
2115,36
2116,41
2117,24
2118,43
2119,48
2120,21
2121,19
2122,27
2123,26
2124,28
2125,15
2126,41
2127,25
2128,32
2129,45
2130,25
2131,21
2132,48
2133,39
2134,45
2135,14
2136,23
2137,39
2138,44
2139,36
2140,41
2141,28
2142,13
2143,41
2144,12
2145,40
2146,28
2147,35
2148,39
2149,28
2150,46
2151,23
2152,22
2153,10
2154,44
2155,47
2156,36
2157,10
2158,12
2159,20
2160,30
2161,13
2162,41
2163,42
2164,37
2165,43
2166,21
2167,31
2168,13
2169,10
2170,23
2171,35
2172,49
2173,14
2174,35
2175,36
2176,50
2177,48
2178,37
2179,39
2180,18
2181,10
2182,31
2183,17
2184,14
2185,25
2186,25
2187,43
2188,23
2189,26
2190,44
2191,28
2192,40
2193,24
2194,34
2195,14
2196,32
2197,25
2198,33
2199,47
2200,19
2201,30
2202,35
2203,25
2204,23
2205,38
2206,30
2207,17
2208,33
2209,47
2210,16
2211,34
2212,18
2213,32
2214,31
2215,12
2216,17
2217,50
2218,36
2219,17
2220,44
2221,44
2222,33
2223,45
2224,15
2225,30
2226,36
2227,47
2228,20
2229,20
2230,16
2231,12
2232,38
2233,11
2234,10
2235,27
2236,20
2237,21
2238,40
2239,29
2240,20
2241,47
2242,43
2243,11
2244,23
2245,29
2246,47
2247,49
2248,15
2249,13
2250,23
2251,39
2252,10
2253,35
2254,14
2255,36
2256,25
2257,48
2258,48
2259,13
2260,26
2261,32
2262,43
2263,34
2264,38
2265,27
2266,45
2267,22
2268,35
2269,13
2270,21
2271,34
2272,49
2273,16
2274,20
2275,26
2276,25
2277,42
2278,14
2279,19
2280,26
2281,50
2282,25
2283,20
2284,32
2285,28
2286,38
2287,21
2288,31
2289,26
2290,35
2291,41
2292,17
2293,47
2294,15
2295,39
2296,38
2297,29
2298,17
2299,40
2300,30
2301,41
2302,37
2303,31
2304,38
2305,19
2306,22
2307,21
2308,45
2309,12
2310,47
2311,12
2312,34
2313,41
2314,21
2315,25
2316,13
2317,37
2318,45
2319,38
2320,48
2321,48
2322,42
2323,27
2324,23
2325,12
2326,26
2327,13
2328,38
2329,36
2330,10
2331,47
2332,28
2333,24
2334,45
2335,20
2336,39
2337,31
2338,46
2339,48
2340,18
2341,44
2342,30
2343,45
2344,13
2345,17
2346,23
2347,22
2348,45
2349,16
2350,20
2351,18
2352,36
2353,42
2354,50
2355,42
2356,39
2357,39
2358,50
2359,28
2360,14
2361,40
2362,43
2363,25
2364,42
2365,44
2366,32
2367,23
2368,42
2369,28
2370,25
2371,50
2372,39
2373,11
2374,37
2375,20
2376,37
2377,44
2378,22
2379,27
2380,22
2381,47
2382,16
2383,30
2384,47
2385,40
2386,41
2387,35
2388,11
2389,49
2390,40
2391,27
2392,48
2393,39
2394,38
2395,48
2396,36
2397,49
2398,35
2399,19
2400,48
2401,41
2402,48
2403,31
2404,38
2405,49
2406,44
2407,29
2408,35
2409,37
2410,33
2411,34
2412,28
2413,45
2414,16
2415,28
2416,31
2417,44
2418,14
2419,23
2420,36
2421,47
2422,48
2423,44
2424,44
2425,11
2426,21
2427,15
2428,38
2429,14
2430,29
2431,34
2432,18
2433,12
2434,14
2435,19
2436,38
2437,27
2438,14
2439,46
2440,44
2441,22
2442,45
2443,22
2444,25
2445,12
2446,33
2447,33
2448,26
2449,45
2450,47
2451,42
2452,29
2453,31
2454,11
2455,34
2456,38
2457,16
2458,29
2459,12
2460,20
2461,47
2462,21
2463,24
2464,35
2465,49
2466,19
2467,22
2468,27
2469,14
2470,23
2471,48
2472,30
2473,39
2474,24
2475,11
2476,12
2477,36
2478,26
2479,42
2480,49
2481,18
2482,33
2483,47
2484,32
2485,32
2486,40
2487,35
2488,45
2489,17
2490,12
2491,26
2492,29
2493,46
2494,41
2495,15
2496,27
2497,20
2498,14
2499,20
2500,29
2501,26
2502,41
2503,27
2504,28
2505,12
2506,34
2507,13
2508,22
2509,35
2510,12
2511,10
2512,48
2513,34
2514,34
2515,29
2516,34
2517,42
2518,20
2519,48
2520,21
2521,15
2522,42
2523,16
2524,25
2525,32
2526,39
2527,39
2528,50
2529,38
2530,43
2531,22
2532,13
2533,37
2534,25
2535,48
2536,36
2537,39
2538,38
2539,16
2540,46
2541,38
2542,31
2543,24
2544,29
2545,22
2546,17
2547,13
2548,44
2549,24
2550,13
2551,31
2552,23
2553,30
2554,43
2555,26
2556,34
2557,28
2558,16
2559,47
2560,46
2561,16
2562,37
2563,13
2564,38
2565,30
2566,27
2567,16
2568,28
2569,46
2570,42
2571,20
2572,10
2573,36
2574,10
2575,40
2576,41
2577,22
2578,25
2579,22
2580,14
2581,31
2582,14
2583,38
2584,20
2585,38
2586,15
2587,13
2588,36
2589,41
2590,25
2591,18
2592,13
2593,16
2594,23
2595,47
2596,32
2597,19
2598,29
2599,48
2600,27
2601,40
2602,43
2603,42
2604,14
2605,20
2606,48
2607,15
2608,25
2609,28
2610,34
2611,16
2612,19
2613,13
2614,30
2615,31
2616,29
2617,39
2618,22
2619,25
2620,16
2621,11
2622,41
2623,19
2624,39
2625,50
2626,29
2627,45
2628,40
2629,31
2630,17
2631,23
2632,37
2633,41
2634,30
2635,23
2636,39
2637,12
2638,16
2639,49
2640,36
2641,13
2642,32
2643,50
2644,34
2645,35
2646,32
2647,42
2648,20
2649,38
2650,40
2651,18
2652,11
2653,16
2654,26
2655,44
2656,48
2657,11
2658,34
2659,43
2660,15
2661,28
2662,42
2663,11
2664,29
2665,20
2666,42
2667,11
2668,10
2669,26
2670,18
2671,50
2672,27
2673,42
2674,18
2675,43
2676,23
2677,19
2678,12
2679,24
2680,36
2681,15
2682,26
2683,50
2684,33
2685,14
2686,47
2687,50
2688,38
2689,13
2690,28
2691,34
2692,29
2693,17
2694,31
2695,18
2696,27
2697,14
2698,12
2699,50
2700,17
2701,45
2702,37
2703,48
2704,34
2705,25
2706,24
2707,21
2708,22
2709,14
2710,13
2711,22
2712,42
2713,30
2714,13
2715,39
2716,13
2717,19
2718,16
2719,27
2720,41
2721,38
2722,42
2723,20
2724,19
2725,33
2726,35
2727,30
2728,38
2729,13
2730,45
2731,31
2732,27
2733,43
2734,38
2735,39
2736,17
2737,49
2738,45
2739,27
2740,32
2741,21
2742,26
2743,48
2744,25
2745,26
2746,27
2747,23
2748,16
2749,11
2750,26
2751,42
2752,48
2753,47
2754,11
2755,45
2756,27
2757,18
2758,49
2759,15
2760,25
2761,43
2762,27
2763,44
2764,40
2765,30
2766,41
2767,18
2768,47
2769,20
2770,27
2771,28
2772,37
2773,31
2774,40
2775,10
2776,49
2777,25
2778,37
2779,48
2780,36
2781,36
2782,31
2783,21
2784,16
2785,41
2786,12
2787,33
2788,21
2789,46
2790,36
2791,26
2792,19
2793,14
2794,15
2795,49
2796,50
2797,18
2798,45
2799,26
2800,11
2801,32
2802,11
2803,38
2804,40
2805,25
2806,26
2807,18
2808,36
2809,33
2810,28
2811,46
2812,44
2813,26
2814,42
2815,44
2816,35
2817,20
2818,32
2819,24
2820,31
2821,18
2822,12
2823,27
2824,17
2825,40
2826,20
2827,32
2828,20
2829,23
2830,45
2831,26
2832,12
2833,10
2834,36
2835,34
2836,46
2837,27
2838,26
2839,24
2840,15
2841,35
2842,16
2843,10
2844,26
2845,12
2846,23
2847,47
2848,26
2849,38
2850,30
2851,18
2852,36
2853,25
2854,31
2855,22
2856,45
2857,46
2858,13
2859,23
2860,11
2861,23
2862,41
2863,37
2864,15
2865,44
2866,43
2867,35
2868,27
2869,40
2870,30
2871,45
2872,37
2873,29
2874,37
2875,15
2876,42
2877,39
2878,18
2879,17
2880,14
2881,19
2882,27
2883,18
2884,45
2885,20
2886,46
2887,39
2888,25
2889,37
2890,24
2891,13
2892,48
2893,28
2894,40
2895,12
2896,26
2897,42
2898,24
2899,21
2900,41
2901,39
2902,19
2903,16
2904,34
2905,47
2906,49
2907,46
2908,25
2909,15
2910,49
2911,10
2912,23
2913,37
2914,24
2915,48
2916,22
2917,43
2918,42
2919,21
2920,45
2921,43
2922,30
2923,15
2924,44
2925,16
2926,12
2927,49
2928,23
2929,31
2930,27
2931,29
2932,25
2933,34
2934,37
2935,36
2936,12
2937,18
2938,24
2939,36
2940,13
2941,44
2942,13
2943,24
2944,34
2945,46
2946,40
2947,24
2948,37
2949,11
2950,30
2951,43
2952,43
2953,15
2954,46
2955,33
2956,48
2957,44
2958,17
2959,38
2960,43
2961,49
2962,33
2963,11
2964,29
2965,27
2966,29
2967,49
2968,12
2969,31
2970,37
2971,23
2972,25
2973,18
2974,20
2975,14
2976,24
2977,50
2978,44
2979,37
2980,32
2981,32
2982,41
2983,34
2984,29
2985,12
2986,23
2987,49
2988,48
2989,14
2990,13
2991,11
2992,18
2993,44
2994,19
2995,29
2996,30
2997,38
2998,17
2999,50
3000,14
3001,14
3002,13
3003,36
3004,49
3005,42
3006,36
3007,41
3008,44
3009,33
3010,11
3011,21
3012,46
3013,40
3014,45
3015,17
3016,18
3017,11
3018,20
3019,39
3020,40
3021,19
3022,27
3023,11
3024,26
3025,48
3026,42
3027,36
3028,17
3029,47
3030,41
3031,29
3032,18
3033,50
3034,37
3035,11
3036,14
3037,14
3038,27
3039,29
3040,23
3041,28
3042,34
3043,15
3044,38
3045,24
3046,21
3047,41
3048,38
3049,20
3050,19
3051,12
3052,31
3053,38
3054,40
3055,20
3056,23
3057,47
3058,47
3059,33
3060,39
3061,26
3062,20
3063,50
3064,16
3065,21
3066,25
3067,29
3068,34
3069,33
3070,22
3071,38
3072,33
3073,45
3074,16
3075,40
3076,44
3077,34
3078,35
3079,50
3080,18
3081,31
3082,41
3083,22
3084,11
3085,23
3086,24
3087,14
3088,45
3089,26
3090,47
3091,15
3092,10
3093,30
3094,31
3095,22
3096,14
3097,50
3098,28
3099,43
3100,15
3101,48
3102,34
3103,40
3104,27
3105,27
3106,39
3107,19
3108,19
3109,29
3110,26
3111,44
3112,47
3113,19
3114,22
3115,24
3116,10
3117,43
3118,15
3119,29
3120,19
3121,33
3122,39
3123,34
3124,29
3125,36
3126,32
3127,48
3128,10
3129,19
3130,17
3131,25
3132,33
3133,44
3134,26
3135,40
3136,40
3137,36
3138,49
3139,11
3140,17
3141,20
3142,31
3143,11
3144,19
3145,16
3146,48
3147,18
3148,47
3149,28
3150,30
3151,16
3152,39
3153,24
3154,26
3155,27
3156,36
3157,39
3158,46
3159,12
3160,30
3161,40
3162,36
3163,25
3164,47
3165,43
3166,30
3167,28
3168,11
3169,42
3170,21
3171,21
3172,39
3173,14
3174,40
3175,49
3176,45
3177,43
3178,13
3179,11
3180,22
3181,38
3182,43
3183,14
3184,35
3185,29
3186,41
3187,34
3188,34
3189,18
3190,40
3191,45
3192,24
3193,15
3194,45
3195,29
3196,26
3197,50
3198,26
3199,38
3200,16
3201,38
3202,12
3203,37
3204,22
3205,12
3206,48
3207,42
3208,41
3209,36
3210,14
3211,28
3212,31
3213,36
3214,31
3215,28
3216,43
3217,15
3218,17
3219,38
3220,50
3221,10
3222,34
3223,34
3224,50
3225,26
3226,17
3227,49
3228,15
3229,20
3230,39
3231,49
3232,18
3233,25
3234,10
3235,16
3236,42
3237,28
3238,35
3239,22
3240,27
3241,45
3242,44
3243,24
3244,11
3245,25
3246,31
3247,43
3248,22
3249,12
3250,50
3251,48
3252,34
3253,30
3254,37
3255,17
3256,35
3257,31
3258,49
3259,15
3260,28
3261,28
3262,47
3263,16
3264,40
3265,50
3266,48
3267,25
3268,40
3269,26
3270,36
3271,33
3272,29
3273,50
3274,45
3275,20
3276,21
3277,50
3278,13
3279,28
3280,34
3281,34
3282,37
3283,22
3284,43
3285,27
3286,48
3287,42
3288,42
3289,35
3290,30
3291,12
3292,43
3293,48
3294,26
3295,43
3296,30
3297,35
3298,47
3299,19
3300,49
3301,28
3302,13
3303,46
3304,15
3305,23
3306,26
3307,15
3308,30
3309,39
3310,28
3311,17
3312,14
3313,50
3314,18
3315,33
3316,44
3317,42
3318,10
3319,20
3320,17
3321,38
3322,28
3323,34
3324,16
3325,23
3326,43
3327,14
3328,11
3329,20
3330,47
3331,50
3332,28
3333,18
3334,18
3335,25
3336,19
3337,20
3338,33
3339,38
3340,14
3341,37
3342,44
3343,34
3344,18
3345,17
3346,18
3347,10
3348,26
3349,12
3350,18
3351,40
3352,27
3353,50
3354,22
3355,20
3356,16
3357,31
3358,19
3359,32
3360,13
3361,26
3362,26
3363,23
3364,20
3365,16
3366,27
3367,32
3368,50
3369,13
3370,20
3371,23
3372,42
3373,22
3374,12
3375,17
3376,25
3377,12
3378,36
3379,42
3380,41
3381,14
3382,42
3383,25
3384,29
3385,37
3386,48
3387,40
3388,42
3389,45
3390,34
3391,11
3392,22
3393,22
3394,14
3395,12
3396,31
3397,10
3398,15
3399,31
3400,18
3401,36
3402,33
3403,28
3404,34
3405,37
3406,17
3407,39
3408,48
3409,14
3410,45
3411,37
3412,50
3413,30
3414,23
3415,35
3416,48
3417,43
3418,26
3419,44
3420,20
3421,44
3422,35
3423,34
3424,12
3425,39
3426,37
3427,30
3428,30
3429,42
3430,50
3431,32
3432,27
3433,37
3434,38
3435,18
3436,32
3437,26
3438,46
3439,10
3440,12
3441,45
3442,40
3443,40
3444,21
3445,10
3446,46
3447,37
3448,21
3449,34
3450,18
3451,12
3452,48
3453,12
3454,22
3455,12
3456,24
3457,22
3458,32
3459,24
3460,36
3461,14
3462,49
3463,48
3464,15
3465,17
3466,43
3467,21
3468,32
3469,10
3470,12
3471,16
3472,17
3473,33
3474,47
3475,21
3476,19
3477,37
3478,38
3479,36
3480,48
3481,12
3482,47
3483,21
3484,23
3485,40
3486,22
3487,44
3488,11
3489,25
3490,29
3491,32
3492,47
3493,39
3494,14
3495,30
3496,14
3497,19
3498,43
3499,44
3500,38
3501,44
3502,34
3503,44
3504,43
3505,29
3506,28
3507,43
3508,12
3509,23
3510,20
3511,36
3512,37
3513,24
3514,16
3515,26
3516,46
3517,25
3518,35
3519,42
3520,18
3521,19
3522,33
3523,26
3524,16
3525,49
3526,33
3527,11
3528,20
3529,34
3530,37
3531,49
3532,50
3533,37
3534,20
3535,17
3536,20
3537,43
3538,39
3539,42
3540,34
3541,43
3542,18
3543,38
3544,36
3545,47
3546,21
3547,20
3548,22
3549,46
3550,36
3551,33
3552,42
3553,36
3554,21
3555,49
3556,32
3557,10
3558,14
3559,33
3560,41
3561,23
3562,24
3563,12
3564,32
3565,14
3566,33
3567,35
3568,18
3569,27
3570,35
3571,32
3572,19
3573,14
3574,11
3575,11
3576,22
3577,34
3578,15
3579,48
3580,10
3581,47
3582,39
3583,31
3584,41
3585,15
3586,23
3587,24
3588,15
3589,41
3590,35
3591,36
3592,35
3593,20
3594,43
3595,17
3596,44
3597,46
3598,27
3599,38
3600,25
3601,26
3602,13
3603,22
3604,11
3605,49
3606,16
3607,20
3608,47
3609,49
3610,22
3611,17
3612,10
3613,32
3614,23
3615,35
3616,29
3617,21
3618,39
3619,41
3620,45
3621,18
3622,32
3623,14
3624,31
3625,46
3626,40
3627,10
3628,40
3629,25
3630,20
3631,41
3632,41
3633,36
3634,43
3635,22
3636,24
3637,12
3638,38
3639,42
3640,30
3641,47
3642,38
3643,20
3644,22
3645,37
3646,14
3647,11
3648,31
3649,23
3650,31
3651,46
3652,11
3653,34
3654,24
3655,50
3656,30
3657,31
3658,46
3659,29
3660,14
3661,43
3662,12
3663,37
3664,23
3665,31
3666,27
3667,36
3668,32
3669,13
3670,23
3671,22
3672,44
3673,49
3674,47
3675,47
3676,44
3677,36
3678,35
3679,40
3680,48
3681,21
3682,45
3683,24
3684,18
3685,18
3686,19
3687,25
3688,27
3689,38
3690,37
3691,16
3692,32
3693,10
3694,44
3695,14
3696,11
3697,30
3698,39
3699,19
